UMAP1,UMAP2,UMAP3,label,bias_level
13.76425,10.082052,-1.0932913,8,full_0.99
4.503443,0.7451156,1.9738021,4,full_0.99
2.3232174,9.838111,4.7931376,2,full_0.99
1.8961794,10.223294,4.3707476,2,full_0.99
0.5070685,10.437698,6.415526,3,full_0.99
10.552313,9.164818,6.567536,5,full_0.99
4.9289703,1.428773,3.6337147,4,full_0.99
0.9063835,10.631448,2.3056226,2,full_0.99
16.781788,0.5830757,4.8443046,9,full_0.99
4.350781,3.2632976,3.3949971,1,full_0.99
3.9929726,5.2709994,4.733148,0,full_0.99
-5.5669065,14.992753,2.0908034,7,full_0.99
17.510956,-0.55019414,4.797826,9,full_0.99
4.093994,3.939704,3.9806447,1,full_0.99
0.06547052,-3.5892513,5.205218,6,full_0.99
16.731134,0.6331271,4.676923,9,full_0.99
16.665535,0.9269153,4.9556847,9,full_0.99
4.2868323,5.2049055,4.155393,0,full_0.99
11.561206,9.2323885,7.392156,5,full_0.99
1.9119816,-3.1239989,3.2261527,6,full_0.99
4.624434,0.35261536,1.9134151,4,full_0.99
13.233272,10.441223,-1.2081169,8,full_0.99
5.415669,7.3257346,4.765345,5,full_0.99
16.765614,0.9568422,4.758565,9,full_0.99
2.305957,10.034827,5.6029863,3,full_0.99
4.933604,1.4102072,3.6380851,4,full_0.99
1.7556349,10.387785,5.6311526,3,full_0.99
1.5066621,10.965332,6.3620553,3,full_0.99
4.3929486,4.2018714,3.5181944,1,full_0.99
4.76666,4.6234894,4.047227,1,full_0.99
0.7538808,10.469997,2.2168133,2,full_0.99
1.8884063,10.415005,5.848882,3,full_0.99
1.7014921,9.965656,4.709027,2,full_0.99
4.2756686,3.999694,3.4118972,1,full_0.99
-0.19829583,-3.773586,5.723143,6,full_0.99
12.170076,9.16751,7.975128,5,full_0.99
4.6056495,5.4554844,4.327224,0,full_0.99
1.2870425,12.032046,6.3692036,3,full_0.99
4.17202,3.7050383,5.019298,4,full_0.99
4.188348,4.8480945,4.559061,0,full_0.99
0.85547864,-3.7499642,4.0321493,6,full_0.99
0.17010126,-3.848398,4.7873526,6,full_0.99
4.8943195,1.3936172,3.6206114,4,full_0.99
16.535814,0.13040796,5.2354283,9,full_0.99
1.1103344,10.557516,2.738984,2,full_0.99
0.19598596,-3.807412,4.7821503,6,full_0.99
16.754314,0.72883844,4.8393803,9,full_0.99
17.525463,-0.5207402,4.738103,9,full_0.99
16.41748,0.45888385,5.1186213,9,full_0.99
4.665032,0.32753718,1.8680425,4,full_0.99
4.1695004,5.2206364,4.6953144,0,full_0.99
-5.86419,15.557665,1.4511951,7,full_0.99
1.2915,11.538631,6.0445085,3,full_0.99
1.3467591,11.488588,6.042476,3,full_0.99
3.6714413,5.234115,4.6692185,0,full_0.99
17.446457,-0.5148305,4.848872,9,full_0.99
4.343275,3.9421086,4.9511056,4,full_0.99
2.321942,9.796247,4.881641,2,full_0.99
3.5071223,3.2465794,4.9784923,4,full_0.99
-5.636364,15.167807,1.4912286,7,full_0.99
2.21833,9.914986,4.843413,2,full_0.99
11.287087,9.211419,7.1539702,5,full_0.99
1.7864935,10.211187,3.9798508,2,full_0.99
13.424578,10.746786,-1.1969955,8,full_0.99
4.6603146,0.3213117,1.8577476,4,full_0.99
4.287498,3.356605,2.8305068,1,full_0.99
-0.024616428,-3.7239232,5.361149,6,full_0.99
16.385336,0.3246354,4.995169,9,full_0.99
16.999973,0.20576686,4.7734704,9,full_0.99
17.008474,0.061631043,4.9757547,9,full_0.99
1.3580638,11.636451,6.103528,3,full_0.99
10.394432,9.019875,6.4584827,5,full_0.99
4.1050386,5.400014,4.4055405,0,full_0.99
1.7929057,10.194078,4.031119,2,full_0.99
0.6639732,-3.5262835,4.3849597,6,full_0.99
3.710714,5.433328,4.71502,0,full_0.99
4.6489835,0.331979,1.8920567,4,full_0.99
1.8991286,10.196842,4.3563576,2,full_0.99
16.897478,0.029980792,4.9163594,9,full_0.99
0.8232694,-4.089686,3.8111925,6,full_0.99
0.5460201,10.438402,6.4049397,3,full_0.99
3.9317453,5.44936,4.433863,0,full_0.99
16.476078,1.0182897,4.8927245,9,full_0.99
13.852527,10.373065,-1.1707462,8,full_0.99
3.7742174,5.027302,4.711535,0,full_0.99
4.2881713,5.708997,4.396886,0,full_0.99
11.382946,9.15158,7.236889,5,full_0.99
1.3600928,10.509059,3.2721636,2,full_0.99
-0.39515772,-3.8121655,5.5628133,6,full_0.99
4.60221,5.5510097,4.637375,0,full_0.99
-5.7426105,15.302829,1.2658309,7,full_0.99
0.85916215,-3.798852,3.9843795,6,full_0.99
0.017459601,-3.5092974,5.3427596,6,full_0.99
16.858198,0.20647445,4.6209297,9,full_0.99
0.86139977,-4.1242867,3.7795224,6,full_0.99
4.7890058,4.4290156,4.014503,1,full_0.99
-5.645138,15.027451,2.2473047,7,full_0.99
0.93168694,-3.68558,4.0218143,6,full_0.99
4.259457,4.1355534,4.0948367,1,full_0.99
4.634206,5.549912,4.6146073,0,full_0.99
-6.0521135,15.473328,1.6136333,7,full_0.99
4.988667,6.7271395,4.6500587,5,full_0.99
4.368008,4.07136,3.4120488,1,full_0.99
4.1596403,0.8977063,2.4067807,4,full_0.99
13.449456,9.907839,-0.99282736,8,full_0.99
17.433199,-0.48356476,4.881472,9,full_0.99
-5.81853,15.22891,2.2498546,7,full_0.99
2.3976197,9.756058,4.825987,2,full_0.99
13.866632,9.984507,-1.1652393,8,full_0.99
1.3207469,12.0224695,6.39749,3,full_0.99
1.3630018,10.472577,3.2944171,2,full_0.99
3.5093117,3.2493234,4.9355645,6,full_0.99
13.4388275,10.503696,-1.2732666,8,full_0.99
4.280783,4.177859,4.9318647,4,full_0.99
13.749932,10.31722,-0.79690516,8,full_0.99
1.070697,10.615396,2.6083758,2,full_0.99
0.75133044,-3.5853798,4.2667665,6,full_0.99
4.707677,4.539294,4.112674,1,full_0.99
4.9766607,6.8042727,4.688665,5,full_0.99
4.1076865,5.6662555,4.0805836,0,full_0.99
3.6870322,5.0168443,4.679827,0,full_0.99
4.474417,4.1186314,4.130448,1,full_0.99
4.4221735,3.4485197,2.7519002,1,full_0.99
4.8627505,3.6470203,3.3766315,1,full_0.99
0.82420784,10.561868,2.2138877,2,full_0.99
5.413713,7.322496,4.7613177,5,full_0.99
4.210366,3.7878091,5.079999,4,full_0.99
0.8648908,10.598114,2.254671,2,full_0.99
-5.9629993,15.515192,0.9616278,7,full_0.99
12.268968,9.572813,9.368085,5,full_0.99
4.2406344,5.9220963,4.428296,0,full_0.99
0.9615442,-4.2499084,3.6422358,6,full_0.99
-6.0302844,15.705617,1.6384205,7,full_0.99
0.9477612,-4.237782,3.6520798,6,full_0.99
1.324925,12.022337,6.4097486,3,full_0.99
1.807131,10.185502,4.027807,2,full_0.99
-6.1129913,15.541507,1.2384819,7,full_0.99
0.7654976,10.625456,2.2162907,2,full_0.99
-5.9520307,15.391441,1.2248693,7,full_0.99
12.170959,9.23655,7.9307756,5,full_0.99
-5.8157167,15.228623,2.1962397,7,full_0.99
13.454428,10.548804,-1.2768027,8,full_0.99
4.699512,4.407534,4.1034727,1,full_0.99
1.2366987,12.096285,6.314056,3,full_0.99
13.279273,10.13875,-1.2393183,8,full_0.99
4.3792686,3.2756271,3.015776,1,full_0.99
1.2358255,10.485758,3.0627227,2,full_0.99
4.9565873,6.7582808,4.6986985,5,full_0.99
0.83180064,10.517221,2.2358186,2,full_0.99
-0.3099283,-3.684243,5.614514,6,full_0.99
16.641457,0.16852723,5.1685324,9,full_0.99
4.7594733,4.7051444,4.0375724,1,full_0.99
2.3651896,9.600251,4.6439877,2,full_0.99
1.326886,12.020408,6.410177,3,full_0.99
4.237995,5.245449,4.470225,0,full_0.99
11.5215845,9.23018,7.358834,5,full_0.99
4.185159,3.9878917,4.156268,1,full_0.99
1.6251092,10.035006,4.6602893,2,full_0.99
1.6009692,9.96699,4.5449076,2,full_0.99
4.4840417,5.245,4.545888,0,full_0.99
0.9815976,-4.2758427,3.6112156,6,full_0.99
17.536512,-0.5311869,4.8839545,9,full_0.99
-0.15411179,-3.733167,5.6576834,6,full_0.99
13.523636,10.737705,-1.1117743,8,full_0.99
4.0364175,4.1937766,4.325161,1,full_0.99
11.063206,9.229544,6.966235,5,full_0.99
2.2413862,9.63848,4.6352344,2,full_0.99
3.9796867,5.298073,4.437239,0,full_0.99
4.011386,5.537133,4.3778954,0,full_0.99
1.9243054,10.402656,5.8647337,3,full_0.99
16.396776,0.2464918,5.050627,9,full_0.99
4.4861774,3.156387,3.113103,1,full_0.99
3.9778712,5.4444513,4.2550516,0,full_0.99
4.9727793,1.4585679,3.6531236,4,full_0.99
1.9108005,10.293241,4.413314,2,full_0.99
0.5087981,10.435492,6.431713,3,full_0.99
13.557488,10.704333,-1.2652752,8,full_0.99
4.153389,4.225381,3.6559753,1,full_0.99
13.436409,10.010122,-0.7646321,8,full_0.99
4.5252504,4.181058,4.184216,1,full_0.99
3.8249397,5.1391363,4.3766236,0,full_0.99
-5.582072,15.002925,2.1084712,7,full_0.99
-6.1051683,15.237061,1.5125873,7,full_0.99
16.693417,1.0132492,4.8774567,9,full_0.99
3.9496472,5.50593,4.345678,0,full_0.99
-5.668076,15.1707735,1.5593572,7,full_0.99
4.646432,0.3223656,1.8955263,4,full_0.99
13.917532,10.185748,-1.1300733,8,full_0.99
16.537466,1.0155087,4.8648987,9,full_0.99
1.4235063,10.301126,5.8422046,3,full_0.99
3.5729318,3.3199277,4.987566,4,full_0.99
4.096071,5.2247744,4.5375175,0,full_0.99
0.8710265,-4.1300373,3.771783,6,full_0.99
4.702225,0.27551448,1.8560997,4,full_0.99
5.348657,2.6574986,3.7911725,4,full_0.99
2.2655272,10.037563,5.61963,3,full_0.99
-6.1982017,15.55307,1.1594378,7,full_0.99
4.3414454,4.062864,4.7920322,4,full_0.99
-0.0989052,-3.5921516,5.448171,6,full_0.99
4.145489,4.493905,3.8581245,1,full_0.99
1.5026877,10.431923,3.4915993,2,full_0.99
13.087496,10.217757,-1.1962367,8,full_0.99
17.466545,-0.45492592,4.8325396,9,full_0.99
12.260918,9.58071,9.372518,5,full_0.99
17.067299,0.370559,4.880557,9,full_0.99
13.551796,10.751507,-1.3210189,8,full_0.99
12.162823,9.202631,7.91146,5,full_0.99
16.364569,0.73935294,4.6913166,9,full_0.99
-6.152883,15.3140545,1.6224973,7,full_0.99
1.1290063,10.551438,2.7825062,2,full_0.99
1.8492501,10.248256,4.0824747,2,full_0.99
13.664971,10.187111,-0.72487575,8,full_0.99
4.1712694,4.1353455,5.271169,4,full_0.99
4.863075,3.3212054,5.4445715,4,full_0.99
1.6022012,10.046448,4.7015214,2,full_0.99
0.8463787,10.579761,2.2691844,2,full_0.99
4.426935,5.2357626,4.4667287,0,full_0.99
0.6328722,-3.5775385,4.421443,6,full_0.99
4.277821,5.8895454,4.362271,0,full_0.99
13.638052,10.046136,-0.6766007,8,full_0.99
-5.825848,15.3692255,1.1420108,7,full_0.99
16.37601,0.6251222,5.121446,9,full_0.99
4.7214503,3.7874534,3.6286933,1,full_0.99
4.170095,4.4431486,3.9763389,1,full_0.99
4.3241153,1.215512,2.495004,4,full_0.99
3.7292595,5.07963,4.632565,0,full_0.99
2.280797,10.020792,5.658134,3,full_0.99
13.915909,10.294337,-1.0589532,8,full_0.99
16.782051,0.58840394,4.5884094,9,full_0.99
3.6881862,4.974626,4.584372,0,full_0.99
16.640095,0.7322102,4.504454,9,full_0.99
4.5003777,3.4506602,2.7132509,1,full_0.99
-5.5472045,14.97478,2.0233593,7,full_0.99
4.151185,5.679422,4.657796,0,full_0.99
16.492144,0.49499688,4.4733386,9,full_0.99
17.38884,-0.39537546,4.811976,9,full_0.99
4.172185,4.108964,5.26518,4,full_0.99
1.5453168,10.381826,5.7708836,3,full_0.99
3.5385005,3.2877307,5.028114,4,full_0.99
11.12575,9.25792,7.019886,5,full_0.99
17.017004,0.16884013,4.7842603,9,full_0.99
4.1625767,0.8816333,2.4006517,4,full_0.99
-0.42620063,-3.7496815,5.6673365,6,full_0.99
13.459365,10.050672,-1.2172595,8,full_0.99
-6.0668116,15.519428,1.161834,7,full_0.99
4.596315,5.333179,4.446526,0,full_0.99
-0.22079569,-3.7235274,5.7180305,6,full_0.99
3.9008415,5.2327805,4.0645475,0,full_0.99
5.3463635,3.389163,4.2159705,4,full_0.99
3.6176667,5.0545635,4.575105,0,full_0.99
0.75887805,10.493186,2.2184339,2,full_0.99
-5.77532,15.184724,2.2685325,7,full_0.99
4.929312,1.4144726,3.635454,4,full_0.99
4.5458755,5.5664268,4.4069514,0,full_0.99
2.1984656,9.539999,4.7334824,2,full_0.99
11.265493,9.221676,7.1374764,5,full_0.99
-5.698998,15.164027,1.5972959,7,full_0.99
-6.1554046,15.715279,1.2749954,7,full_0.99
-5.800395,15.205265,2.237095,7,full_0.99
1.8424958,10.937282,6.161275,3,full_0.99
4.5525575,3.3548877,2.8571296,1,full_0.99
11.3822565,9.218573,7.241036,5,full_0.99
3.5380957,3.318099,5.0057635,4,full_0.99
16.726488,0.33771238,4.847187,9,full_0.99
13.364224,10.664427,-1.1343645,8,full_0.99
11.598664,9.2339325,7.4283423,5,full_0.99
-5.881248,15.214705,1.6924489,7,full_0.99
16.655998,0.16394182,5.183245,9,full_0.99
13.601483,10.233773,-0.94438016,8,full_0.99
1.5381125,10.016425,4.7047577,2,full_0.99
3.9933522,4.2697544,4.419134,1,full_0.99
3.49571,3.2371194,4.9850354,4,full_0.99
1.9152024,10.478296,5.872771,3,full_0.99
4.7680054,3.3947914,5.464982,4,full_0.99
5.3868966,3.3262424,4.202328,4,full_0.99
13.468573,10.596222,-1.2899857,8,full_0.99
1.4993068,11.201404,6.5623455,3,full_0.99
-0.29612768,-3.9406013,5.0775833,6,full_0.99
-6.0931315,15.391251,1.0808069,7,full_0.99
13.203388,10.051761,-1.1201704,8,full_0.99
-0.13370724,-3.6687658,5.4087048,6,full_0.99
11.081978,9.254141,6.9801803,5,full_0.99
0.92359054,-3.5978856,4.120364,6,full_0.99
5.390663,3.325378,4.2697678,4,full_0.99
1.872199,10.424308,5.8218784,3,full_0.99
13.673686,10.220604,-0.6848055,8,full_0.99
13.646057,10.396694,-1.2440875,8,full_0.99
1.6811479,10.573185,5.997814,3,full_0.99
2.4004304,9.599334,4.612834,2,full_0.99
3.8588567,5.1030345,4.0809975,0,full_0.99
13.7223,10.173157,-1.0668917,8,full_0.99
11.027627,9.244224,6.932101,5,full_0.99
1.8163825,10.188319,4.058401,2,full_0.99
-0.20382735,-3.7115092,5.7546015,6,full_0.99
3.5724778,3.312068,5.06314,4,full_0.99
-5.600006,14.964317,2.2795525,7,full_0.99
2.0374036,10.070706,4.789366,2,full_0.99
16.390533,1.0523006,4.96249,9,full_0.99
1.9961642,10.352631,5.905728,3,full_0.99
-5.7756763,15.316428,1.9056693,7,full_0.99
-6.0391746,15.399977,1.5253172,7,full_0.99
-5.7894626,15.121769,1.6010021,7,full_0.99
5.38039,2.6427944,3.8075879,4,full_0.99
13.6795435,10.5112915,-1.0710119,8,full_0.99
2.381977,9.631544,4.64926,2,full_0.99
4.356384,3.2484674,3.2521126,1,full_0.99
16.31631,0.9977942,4.8346815,9,full_0.99
3.9122767,4.0883822,4.2907786,1,full_0.99
-0.21664365,-3.6279137,5.6727905,6,full_0.99
16.420425,0.69865304,4.405177,9,full_0.99
-5.7478294,15.245594,1.6871988,7,full_0.99
1.3649042,10.493292,3.2888386,2,full_0.99
2.4113352,9.773203,4.838174,2,full_0.99
-6.117617,15.34459,1.5814828,7,full_0.99
-5.975197,15.446891,0.963121,7,full_0.99
-0.24269573,-3.7513447,5.6475515,6,full_0.99
13.384797,10.429784,-1.282338,8,full_0.99
0.9765373,10.55041,2.4327745,2,full_0.99
0.60934126,-3.6129985,4.4408236,6,full_0.99
4.3100557,3.4356916,2.8409467,1,full_0.99
-5.7289367,15.1131,2.3387036,7,full_0.99
10.909897,9.131024,6.816245,5,full_0.99
4.469908,0.7644195,2.0205176,4,full_0.99
4.740344,4.0789275,3.920158,1,full_0.99
13.887754,9.961594,-1.2475069,8,full_0.99
4.69976,3.618262,2.8265412,1,full_0.99
0.8620433,-4.147948,3.7572994,6,full_0.99
0.7001168,-3.5908973,4.336099,6,full_0.99
4.3866806,3.9138923,3.267715,1,full_0.99
-0.19707502,-3.6357021,5.763761,6,full_0.99
0.6858515,-3.5864794,4.3316016,6,full_0.99
12.314509,9.524147,9.2989645,5,full_0.99
-6.1492205,15.83264,1.6295115,7,full_0.99
1.7553926,10.446681,5.5531945,3,full_0.99
17.54261,-0.56550276,4.812118,9,full_0.99
4.6988773,5.4513655,4.5252504,0,full_0.99
3.9366498,5.4577203,4.298388,0,full_0.99
-0.25872308,-3.9386344,5.032971,6,full_0.99
16.69833,0.54577446,4.7351217,9,full_0.99
13.31197,10.063244,-1.2324694,8,full_0.99
10.894989,9.156261,6.8141913,5,full_0.99
17.416397,-0.45033863,4.8627763,9,full_0.99
17.628761,-0.48256552,4.8817244,9,full_0.99
13.682335,10.256541,-0.8742556,8,full_0.99
5.3247046,2.6657531,3.75281,4,full_0.99
3.7264469,5.048705,4.660118,0,full_0.99
1.6818082,9.920133,4.6052065,2,full_0.99
0.81461585,10.592985,2.231107,7,full_0.99
-6.0294905,15.447744,1.0378149,7,full_0.99
2.288826,10.003709,5.6612535,3,full_0.99
5.3658905,2.6762471,3.7675505,4,full_0.99
1.8025748,10.889545,6.193093,3,full_0.99
-0.48624232,-3.842647,5.638174,6,full_0.99
4.0898275,5.2151527,4.513423,0,full_0.99
1.7729566,10.228927,4.0480027,2,full_0.99
-5.683574,15.067024,2.2656436,7,full_0.99
4.792222,3.3804986,5.4654903,4,full_0.99
13.538582,10.759557,-1.2202939,8,full_0.99
2.2470481,10.025626,5.584601,3,full_0.99
1.6245145,10.3328495,5.604069,3,full_0.99
1.5805516,9.948964,4.7013283,2,full_0.99
12.980086,10.207484,-1.1640669,8,full_0.99
3.8694825,4.766715,4.3213186,1,full_0.99
12.233076,9.60758,9.389695,5,full_0.99
16.83756,0.40635288,4.6168756,9,full_0.99
1.5995866,9.953733,4.6391573,2,full_0.99
4.679984,0.34205842,1.8587031,4,full_0.99
16.504559,0.77232695,4.4515314,9,full_0.99
1.332996,10.437582,3.245175,2,full_0.99
12.202782,9.188809,7.9568424,5,full_0.99
-5.8055987,15.609873,1.647744,7,full_0.99
10.835807,9.125923,6.7722487,5,full_0.99
1.2913215,10.527609,3.1381016,2,full_0.99
13.583381,10.700729,-1.154653,8,full_0.99
0.49636453,10.446518,6.4383936,3,full_0.99
16.491749,0.37954825,4.496416,9,full_0.99
12.264238,9.57498,9.307426,5,full_0.99
4.2225275,3.7520995,5.065902,4,full_0.99
-5.639768,15.005379,2.2807083,7,full_0.99
2.2559423,10.05107,5.6106644,3,full_0.99
-5.947682,15.608362,1.5344121,7,full_0.99
4.3321214,4.1271496,4.899828,4,full_0.99
1.435273,10.347357,5.75746,3,full_0.99
4.1232357,5.586519,4.1116037,0,full_0.99
4.646538,4.796442,4.2069454,1,full_0.99
-5.8506575,15.528924,1.6656425,7,full_0.99
4.672564,3.6924706,3.4569864,1,full_0.99
4.2050076,5.013393,4.4818683,0,full_0.99
4.981007,3.721897,4.104136,1,full_0.99
4.7239804,0.25602114,1.8193345,4,full_0.99
1.8781532,10.333212,5.7799115,3,full_0.99
4.61946,4.261428,4.296419,1,full_0.99
1.7610104,10.149026,4.093851,2,full_0.99
-5.9481487,15.32442,1.541455,7,full_0.99
1.3108873,11.640342,6.071433,3,full_0.99
4.9662266,1.3912121,3.6044662,4,full_0.99
1.6908209,10.04015,4.6769953,2,full_0.99
-0.1888599,-3.6524777,5.832551,6,full_0.99
1.2795349,11.686161,6.0493164,3,full_0.99
1.3687307,11.953208,6.448288,3,full_0.99
10.9166155,9.139842,6.831208,5,full_0.99
-6.260701,15.8032255,1.559602,7,full_0.99
4.2919407,3.2882679,3.0154252,1,full_0.99
0.13257164,-3.8583431,4.7685504,6,full_0.99
1.2265581,10.500386,3.0415115,2,full_0.99
-5.496342,15.000695,1.807961,7,full_0.99
4.814643,3.5275104,3.3489368,1,full_0.99
16.556581,0.9289378,4.7754726,9,full_0.99
4.6375184,0.31410456,1.8822565,3,full_0.99
16.526043,0.39347348,4.6723576,9,full_0.99
16.550781,0.2269048,5.153054,9,full_0.99
4.6314845,5.2941175,4.5455055,0,full_0.99
4.4049363,3.203358,3.260593,1,full_0.99
16.977367,0.14552668,4.6945467,9,full_0.99
17.272968,-0.3369279,4.9400425,9,full_0.99
3.7129283,5.128585,4.247852,0,full_0.99
4.102666,5.218906,4.682032,0,full_0.99
12.311178,9.525704,9.304579,5,full_0.99
2.0121295,-3.027991,3.127497,6,full_0.99
12.317511,9.530025,9.381125,5,full_0.99
0.83617496,-3.7518446,4.0565004,6,full_0.99
4.0635414,5.7947574,4.728597,0,full_0.99
0.87707144,10.506849,2.1566985,2,full_0.99
16.479473,0.797651,4.432582,9,full_0.99
10.513791,9.137737,6.534151,5,full_0.99
-5.533891,14.99722,2.0477982,7,full_0.99
1.2579315,12.077812,6.379506,3,full_0.99
13.718799,10.103417,-0.8192942,8,full_0.99
0.12289689,-3.655207,5.1438584,6,full_0.99
4.689202,0.27409497,1.8353741,4,full_0.99
4.3141527,3.2342181,3.1327105,1,full_0.99
10.548626,9.161386,6.5620284,5,full_0.99
13.797736,10.164171,-1.0315593,8,full_0.99
12.13671,9.236536,7.8975396,5,full_0.99
4.800604,3.3748071,5.4860945,4,full_0.99
16.495602,0.86703783,4.4209485,9,full_0.99
1.5736539,10.99867,6.429579,3,full_0.99
16.390642,0.93782157,4.8677177,9,full_0.99
3.563039,3.2707863,5.039824,4,full_0.99
1.2816343,10.515058,3.1253164,2,full_0.99
10.549204,9.158338,6.562053,5,full_0.99
1.7978686,10.904259,6.153739,3,full_0.99
2.6574328,10.074489,7.6806617,1,full_0.1
3.2697222,10.773843,7.2818885,9,full_0.1
3.1795392,11.2049055,7.837025,2,full_0.1
4.4041395,9.741658,6.519646,1,full_0.1
2.6879394,10.333245,7.829264,6,full_0.1
2.8782392,12.497399,8.223375,9,full_0.1
3.1368794,12.135399,7.189586,4,full_0.1
2.8771513,10.744786,5.9080067,7,full_0.1
2.698909,10.864731,7.936708,3,full_0.1
5.7769,10.840528,6.524944,9,full_0.1
4.7408195,12.085943,7.11133,8,full_0.1
6.786138,10.278351,5.8418217,9,full_0.1
2.427865,11.25664,7.252817,7,full_0.1
3.7970707,9.937505,7.018241,5,full_0.1
3.514979,11.40613,7.0336237,3,full_0.1
6.280239,10.1751585,6.400206,4,full_0.1
3.3975766,11.715762,8.351693,0,full_0.1
6.6906524,9.664265,6.0387373,9,full_0.1
4.5653543,11.906261,7.2360477,3,full_0.1
2.954752,10.562703,7.572512,2,full_0.1
6.395143,9.624155,5.9892526,5,full_0.1
5.455039,11.411978,6.72419,0,full_0.1
3.1909473,11.066762,5.870719,8,full_0.1
2.7473147,10.729882,7.934534,7,full_0.1
6.2886453,8.880807,4.7521477,0,full_0.1
6.9493856,9.625513,6.906828,7,full_0.1
3.0910308,10.264734,8.049369,6,full_0.1
3.1499386,12.090379,7.1425657,6,full_0.1
6.5666018,9.639259,5.1442575,4,full_0.1
2.9299102,11.591451,7.9033422,3,full_0.1
5.8632736,10.114536,6.5229416,3,full_0.1
2.2489464,10.840959,7.059318,1,full_0.1
2.4134574,11.647055,7.7388377,1,full_0.1
7.2332006,9.598562,5.130631,5,full_0.1
5.889538,10.216893,6.439466,2,full_0.1
7.6513805,9.378806,5.963749,9,full_0.1
3.4385638,11.850389,6.422024,4,full_0.1
6.6140823,9.079004,5.045874,6,full_0.1
3.1329255,10.974632,7.7791724,4,full_0.1
5.5063515,9.1787615,5.04108,0,full_0.1
2.8858488,10.808306,7.8614554,8,full_0.1
3.1320074,10.444546,7.451572,5,full_0.1
4.5731525,12.254816,7.0832653,6,full_0.1
5.8540096,10.269102,7.2809134,6,full_0.1
2.76197,10.41987,7.7900944,1,full_0.1
2.9420748,12.567114,7.5933156,0,full_0.1
2.781199,10.435936,7.3653407,6,full_0.1
3.109648,12.367791,7.8786583,7,full_0.1
2.8646607,11.660699,7.195787,2,full_0.1
5.4097176,8.951968,6.176802,3,full_0.1
2.2198448,11.634495,8.334272,8,full_0.1
4.0830007,10.653365,7.4182034,8,full_0.1
6.3791633,8.902989,4.7199273,7,full_0.1
5.175571,10.8650055,6.2876267,6,full_0.1
4.0609837,10.760377,7.3407555,2,full_0.1
7.4323597,8.930624,4.7233467,8,full_0.1
4.6864614,10.498222,6.1727147,1,full_0.1
5.3749332,11.359564,6.7893867,3,full_0.1
2.7000523,10.584987,6.4474945,4,full_0.1
2.3475926,10.850061,7.0793924,6,full_0.1
3.2938292,10.340203,6.2655897,3,full_0.1
4.494317,10.047144,6.133097,3,full_0.1
2.877354,10.604358,6.3171067,1,full_0.1
2.8716552,10.940162,7.5386868,6,full_0.1
4.897319,9.641074,6.226489,7,full_0.1
4.3945384,10.289464,7.5176115,9,full_0.1
3.7259185,12.490486,7.252041,7,full_0.1
3.2385092,10.26924,6.3702555,0,full_0.1
6.0909715,9.426368,6.406558,5,full_0.1
4.3252935,11.529032,7.406347,3,full_0.1
6.1164904,10.0970745,6.6313477,7,full_0.1
6.1193676,10.417498,6.4927726,8,full_0.1
6.8314767,9.613721,5.1515594,3,full_0.1
5.710991,11.059453,6.2290525,6,full_0.1
6.4262843,10.773424,6.3376884,0,full_0.1
6.8533883,9.159564,4.975247,7,full_0.1
2.6114142,11.122414,7.343581,1,full_0.1
6.5389743,10.2151785,6.2085667,3,full_0.1
2.5869014,11.361248,7.2994537,3,full_0.1
2.4574661,11.360681,8.084659,7,full_0.1
3.8944862,12.61313,7.0189734,0,full_0.1
2.7209222,10.843688,8.200895,9,full_0.1
4.4819775,10.775415,7.193582,1,full_0.1
3.6505296,12.526521,7.4194613,5,full_0.1
4.865858,10.159641,5.826409,4,full_0.1
3.4143717,10.627413,7.0354643,8,full_0.1
5.089011,9.498571,5.6958866,5,full_0.1
4.985601,9.350952,5.9437413,7,full_0.1
2.6341102,11.302739,7.3781104,8,full_0.1
5.8834915,10.660765,6.7075706,1,full_0.1
4.463284,10.0971,5.656232,9,full_0.1
2.9566276,12.5026655,7.4663224,6,full_0.1
4.902252,9.734406,5.9976234,1,full_0.1
4.8734465,10.4069395,7.335375,8,full_0.1
7.440488,9.610083,6.622609,8,full_0.1
2.967511,11.762082,7.505402,1,full_0.1
4.8074107,10.015334,5.474627,5,full_0.1
7.060845,10.2355795,5.7701097,2,full_0.1
3.305084,11.300651,6.310938,4,full_0.1
7.5537515,9.609541,6.2525115,4,full_0.1
3.4055605,11.016015,5.712713,6,full_0.1
4.233867,10.676086,7.8287416,4,full_0.1
3.2574608,12.319588,7.12691,1,full_0.1
4.342209,9.691311,6.6877813,7,full_0.1
3.6188648,11.023607,5.733594,6,full_0.1
3.540389,11.96383,6.6264663,5,full_0.1
2.7802224,10.969298,7.292901,1,full_0.1
6.299287,9.977905,6.3824973,0,full_0.1
2.6085393,11.490713,7.4695873,3,full_0.1
2.7392561,10.637478,7.729781,8,full_0.1
3.8935506,10.841989,7.7407146,3,full_0.1
5.72173,10.7276125,6.0533304,9,full_0.1
3.001572,10.945326,6.426011,3,full_0.1
4.2359676,9.627527,6.893547,8,full_0.1
5.4776993,9.99641,7.6166115,3,full_0.1
2.9316375,10.507598,8.23392,6,full_0.1
7.2515063,10.1290245,5.657128,2,full_0.1
2.9644427,10.497444,6.1756716,6,full_0.1
3.0920024,11.542283,8.37836,1,full_0.1
5.616605,9.435585,5.5578847,4,full_0.1
2.710483,10.562299,7.2508397,3,full_0.1
