PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,label,bias_level
-6.790112,2.1047633,7.309593,-4.5087137,-12.902309,-3.4295406,-4.0179467,-0.5123194,9.00953,13.117692,3.928527,-7.012545,11.385954,1.8896149,-7.6908774,-5.6171055,0.35691774,-0.26387295,-3.1616714,3.7863777,3.5545,-0.16542146,-1.7309434,-3.9761252,-1.4814487,3.1091502,-0.84489983,-0.46367547,-1.611929,-4.8186617,-1.0833938,-2.9771535,3.199273,1.7194067,-0.39932132,3.6904922,-1.0041736,-0.77114236,-3.522187,-2.2497497,-2.6629484,-0.6706787,-3.0682902,1.5357671,-3.1925843,2.7261605,-1.4954308,0.4928663,0.8071195,-3.3330379,2,full_0.99
-16.990757,0.75019324,-8.444645,-7.312898,3.6638446,1.0170188,-2.5265653,-1.641365,0.26532707,0.010723011,-2.3521786,2.8879752,-1.6577576,7.6106496,6.439771,-0.050530273,-3.8726764,1.036651,-3.9656072,9.673878,-0.10962209,4.5870643,-8.486454,3.6836634,0.627639,2.4132173,-0.85496515,-3.1769922,-2.8320327,6.3316813,-0.30046386,4.41172,6.0099683,4.2056274,1.7696289,-6.2774744,5.595099,-6.721252,0.6687584,-1.3581102,0.51336944,0.31107965,-2.2538714,4.197765,0.61948544,-3.4911473,0.5997048,-1.5016843,-0.606829,-2.620042,1,full_0.99
-10.182049,11.6010685,-10.239564,-2.4730728,0.38385466,13.572666,-7.871943,-4.8445406,2.1798978,19.36658,6.636564,1.0511189,5.5686936,-4.1115165,2.5014794,-2.3613033,-5.5691752,4.346544,-6.253233,-7.021313,-1.066939,-7.9486165,-0.2815863,-1.1069964,4.315291,-0.072147295,2.2011194,1.1175162,-2.0546932,-0.24831961,-3.3386145,-2.7489552,3.5792553,2.5176916,4.955722,-3.332927,-1.8027366,3.1812832,-0.76581645,0.37925375,1.300864,-1.7161137,0.44099322,-0.05273246,0.23373781,-1.8166367,1.8848702,-4.7482395,-2.473941,3.1815372,4,full_0.99
-11.335448,-7.0639787,8.046359,-8.356282,-6.392199,2.5443287,-3.8014371,-6.9683228,-1.822628,-5.2364078,1.6467907,4.337781,-6.033056,-0.7554033,1.2640278,1.0722352,4.824241,-1.6297596,-0.9991801,-3.9378803,7.061413,7.739599,-3.2709973,2.9237404,1.8428898,3.0550187,-6.571478,-2.895248,-1.7895248,2.6655214,1.554854,-3.0003834,-1.5903629,6.6611757,3.051321,-1.6804829,-3.6990414,1.5271716,-3.7920635,2.832995,-2.073099,9.343987,3.496937,-0.66516495,1.7691242,0.3370963,-1.4906958,3.9228923,-3.995839,-4.4595203,3,full_0.99
-9.598666,11.711399,-9.229373,-5.759085,3.930561,12.80877,-7.8186193,4.2784686,-9.080091,6.4482718,-0.18824677,-3.3756588,-9.596176,-1.0408512,-6.815436,6.473017,-2.6931858,-0.39185646,2.2211535,3.405038,-4.459002,-1.1602844,9.2878475,2.4249864,1.4603264,-0.5934177,-2.9021082,-2.897898,3.2434707,1.1026328,-4.150971,-4.3642383,-0.21874228,-3.3187594,1.5767457,1.5896012,1.8007652,1.192561,-1.0143863,3.1349301,-0.4574351,-0.71129996,-0.10172324,-2.231024,2.2525895,5.229189,2.9400423,2.6684418,3.1341484,-4.4419265,4,full_0.99
-5.577611,14.920934,-8.558387,-2.8710032,4.393719,13.519901,-7.6964054,-2.3302906,-3.9637182,-6.7627497,-3.1645489,-13.275355,6.169758,-3.2505877,-2.1834192,6.5775533,-4.4569426,-4.3060794,-6.031939,-6.135679,-3.562051,0.38994575,-3.1025665,2.7541995,3.4702873,1.0540322,3.527351,2.5531933,0.08297851,4.167323,0.36901674,-1.0605202,2.709737,-2.5923882,-6.4955096,0.16849364,-3.5875385,3.8724887,6.1661024,8.147941,0.0825161,-3.0657227,-3.265833,1.9924611,5.616987,6.3966103,-0.42754817,1.9611641,-0.782135,1.7468207,4,full_0.99
11.157922,-22.429192,-1.7775258,20.967453,3.129133,-2.6471422,-11.368598,-2.3160512,-9.469082,1.3241485,4.137523,1.4027693,7.0070057,-6.5997357,-7.2068505,-7.54859,6.045816,-0.61487544,0.10879627,7.599653,6.0648665,4.1682696,2.8686664,2.952738,-3.4054325,5.959012,3.9632869,3.2772965,-4.0377398,1.1891791,2.947862,2.0616553,3.9004476,-10.594924,-1.5912294,-2.7097375,-1.5766551,4.9297547,-0.21734972,9.266905,-4.0572553,0.09860438,5.7757063,0.404959,-9.483137,-9.02786,-4.031856,5.367147,-3.0970497,-7.1288123,8,full_0.99
3.9058528,-3.194759,13.104184,-6.150895,-9.678059,-0.21927263,-3.140189,-5.3625655,-2.4323812,-2.186118,0.2381789,2.8021266,-0.89172435,-1.3476675,0.2852108,1.9913023,-7.188703,1.2941091,2.7586093,7.035077,3.0825458,1.5897775,-4.3171206,3.120103,2.481703,-3.8537471,3.6359618,1.6083044,-0.4301451,7.057881,-4.145187,-0.79591554,-2.5601933,1.998464,-4.0594573,2.1456358,-5.2184324,2.9171915,2.7686028,2.209943,1.0429353,-1.676742,-1.2378279,-2.4053333,0.8381394,-0.3681577,-5.3307295,-2.8489435,0.34835494,0.75478095,3,full_0.99
-17.380754,16.04329,4.054583,5.462387,5.688387,-6.078494,-0.113682866,-4.843375,1.2423588,-6.2240725,-2.284784,-5.146573,1.1602094,-3.2548018,-3.7800221,5.3873034,-3.7330666,-1.0231326,-4.691669,-3.3880382,-0.29048455,-2.5063279,-1.8243253,1.1737674,-1.9708762,4.3149757,4.033231,0.37154958,3.7123353,-1.9725679,6.5308247,2.3269205,1.3103427,-1.223307,-1.7562425,1.6219014,-4.796102,-5.802994,3.961941,-1.1807542,4.7902865,0.9454709,-3.3167334,-2.799616,-0.30857164,0.7255984,-1.8734293,3.705812,-3.9950552,-2.520399,6,full_0.99
-13.648402,-12.236226,16.752718,-0.53679913,9.200555,10.689494,8.109764,3.5952425,2.4162452,1.6142875,1.5691304,1.2769498,0.10547099,3.8427765,8.387072,2.79312,4.1897044,-5.1726413,3.6839921,1.0184506,-1.8564557,-1.8771181,-4.3552155,-3.0911622,-0.24613023,4.662388,-1.7272565,-4.02051,2.0770757,4.3888083,-1.7624547,5.7640886,1.5066339,0.74932814,-0.9799329,4.8206663,0.7014522,-2.164908,-1.9475846,-1.4167851,5.1215587,1.6786414,-2.6346278,-0.49233425,-2.616221,-0.49728292,3.5082936,3.5989232,-2.9858093,4.6445303,7,full_0.99
11.91061,-23.71247,-2.738031,18.960491,4.4777837,-4.3279333,-10.1979685,5.228833,0.6848074,-1.8408893,1.5794253,2.5853941,-3.2339122,-1.4361326,1.7921032,-1.5612289,-2.0262113,1.9157987,-0.89145577,-4.853263,-6.2456765,-3.3607702,0.005579141,-1.0291156,-4.160091,-4.1519628,-4.1341677,-1.6258562,2.6103926,2.6975057,-1.8535775,0.018680189,-1.9437621,-1.2103493,1.513242,-2.3359997,-1.0385293,-2.4181945,1.1764424,0.18607886,-4.1542296,-4.802966,4.4691396,0.61804456,0.5806189,-3.7753406,-1.4430017,-1.7058259,-0.40193012,0.03827882,8,full_0.99
-17.549772,12.788175,6.9514456,7.270054,7.3000946,-1.3839523,0.8862157,-10.573657,0.81070805,12.909293,-5.5826726,-5.099427,-2.2978506,-2.6133306,-1.6884382,1.4262702,0.009957017,8.414705,-0.41868177,-0.106597334,-0.34795472,-4.064857,-4.1660013,6.147839,-7.1626916,2.5112858,0.9573247,-1.4121664,-5.459002,-9.752983,-3.451104,1.4096032,1.6105889,-2.0894547,-0.6197521,5.0221815,-1.9711976,0.228564,1.4563599,2.2429607,-5.1426387,2.5089142,2.6747594,3.6113029,4.2867827,1.804798,3.3401048,-1.0692883,2.7857304,-2.059641,6,full_0.99
39.211952,-9.315775,-5.1535335,-8.753574,12.6339245,-4.511424,-4.8688493,-1.815591,3.5535035,-6.61126,-0.6494563,-7.4659157,-3.3882015,-4.4180274,-7.9590597,6.8774524,-6.5835595,-5.5806837,-6.23109,-5.053647,-8.155793,-4.624942,-3.713788,-3.3142502,0.18615027,2.8306017,5.4694576,2.252761,1.8640267,5.9455156,7.9491606,-0.04034678,-6.9005904,0.8337974,2.6675568,-2.133107,9.463852,0.83425194,-3.1315498,0.031060632,0.5829552,2.8429348,5.4655223,-0.5627708,5.2087927,-2.3058457,0.16609585,-2.6963499,3.257162,0.4847118,5,full_0.99
-8.0770645,31.848837,7.2044454,13.050918,3.5339859,-5.829785,1.4840358,-0.37353316,-2.6747272,1.4539857,-1.5475035,0.9255043,-4.3125463,3.2293699,-2.5264163,0.04094863,0.3923505,-1.707774,1.6543136,-0.38079095,-0.7571272,0.4101656,-4.6743665,2.2877746,-4.978571,0.10745704,4.208013,4.2689557,-4.2047577,-1.4492184,-2.8958645,8.591032,-2.1015947,-0.29255167,-1.2685008,2.4085574,2.3424482,-0.8678232,-3.242394,-6.119647,-0.88162637,2.9561825,1.0638279,3.2801979,2.2610893,2.2565818,-1.7508587,-0.7016197,-1.9882581,-3.9080005,6,full_0.99
-4.813881,17.115744,-9.831462,-2.2634556,7.028229,13.137515,-10.009097,-3.3808303,-6.456028,-5.112391,-2.480951,-13.642835,3.4662876,-4.379888,-1.9477575,5.0396533,-5.9763536,-1.732198,-4.5030923,-6.486486,-3.9890633,-0.8955515,-8.9514475,-2.6824033,-4.2284994,9.23331,3.814537,-1.8546332,2.9258592,-2.7384844,8.494587,1.6302801,-2.1335366,2.217094,-3.9847455,-0.29423377,-2.1530724,-0.599511,2.4524593,-2.1565592,3.05496,-3.0080886,-3.1037688,2.5200152,-5.12993,-0.4310921,-7.1111035,6.004218,1.6707575,-1.1707156,4,full_0.99
-12.457467,-6.977651,8.278651,-7.9463286,-5.246754,0.952405,-2.8364828,-9.223535,-4.6383586,-4.2037334,5.786788,1.0365236,-0.9847685,-0.8721498,-1.5744427,-0.8816154,8.3866205,0.45696014,-2.2874691,2.6593075,-0.26326236,2.3796725,-6.744509,4.6292844,0.53744423,1.3726417,-8.210209,4.9549055,-0.37445408,-2.0892386,-0.026137,3.0263822,1.1200849,-2.1325452,-0.5212695,2.042098,-0.53084445,-1.2074037,-3.0173535,7.667117,-6.843607,3.3918443,2.687609,-1.2460433,-0.24286903,-0.0065735527,3.35212,0.4905806,0.47928637,0.24890223,3,full_0.99
-8.641405,-26.73097,-4.9659753,22.155392,1.6591574,-2.9171038,-9.212284,5.434977,-1.7419196,-1.6132399,7.7270026,1.3343027,1.8350028,1.4830246,-0.12246418,1.4317551,6.51753,6.84375,-5.795656,-1.6786665,-5.352835,-3.014139,3.0686307,0.9619501,-3.304455,-2.994803,1.3451675,-0.029031707,0.68855864,0.8794789,-1.9535302,-1.9361273,0.736239,-2.2412257,-1.9010549,1.4846909,-1.2449523,0.20788388,-3.631549,2.6727355,2.5700197,4.1130867,-1.1535547,2.4600787,1.1931032,-4.7779183,0.2678129,3.1996741,-0.15307088,-4.8249474,8,full_0.99
4.2805624,-23.42016,-2.192221,20.431784,2.5739062,-2.030906,-10.731699,5.735479,0.08215146,-0.6518542,-5.0451937,2.604632,-3.710464,-1.5511954,0.5115555,-2.3613641,-4.821846,1.0178796,0.5657253,0.9292023,3.691574,9.205999,-3.0045934,-1.7141516,0.7246287,-1.1398358,5.4149265,-1.2591825,-2.6197164,-3.25619,0.62457955,0.5944885,-0.0138006145,2.5287006,-1.6311826,0.31461835,1.4744098,-1.0453037,0.28044698,-2.1216125,0.5497432,0.5222334,-2.986761,-2.4904776,1.8022585,4.020542,0.11408727,-2.088235,3.7405467,4.1209626,8,full_0.99
-8.215879,-5.9474216,9.405404,-8.239449,-10.565255,0.6342769,-3.474474,-4.6652927,-0.99412334,2.0750415,5.8894587,1.0833914,5.5386615,-4.3896985,2.6930754,6.0136395,5.5245457,-2.2744465,0.92609197,7.6372285,4.637499,-3.7084682,-4.6974397,-4.247994,2.3504014,-1.5966203,1.3874677,0.9774672,1.0871737,-2.0554507,-6.047034,-1.7806177,-0.09632835,1.9068798,-0.0885909,3.8118415,-3.938477,-0.47474924,-1.7695897,1.7043606,-1.5786047,1.4930899,-0.5889616,-1.5744051,-0.38946798,-0.78272283,-1.9884658,-3.8309498,1.4439598,-1.9110906,3,full_0.99
-15.574983,0.16898493,4.0808964,-9.624266,-7.224324,-4.7690897,-5.9080544,0.82783693,8.629508,-4.3589363,-1.8641542,-5.2723293,0.67776734,8.47258,-4.4872346,-4.192582,-1.4753468,-4.6818013,-1.0334948,3.505193,6.9176316,-4.0181556,-0.19123825,7.3169303,-1.5994788,-6.76521,5.505393,0.9211766,-1.1607267,9.171693,-4.561922,6.5545774,6.833713,-3.4331977,-0.5902247,-5.9965534,-2.6025367,-2.957287,-3.7881927,-1.0925417,4.6940594,-2.7033951,3.9179583,-2.6701434,-0.08992916,-0.42671153,-0.518878,-4.2629957,6.1975193,-0.9411176,2,full_0.99
-24.165464,-7.5481734,-7.1381626,-13.221062,3.3913896,-2.4482725,-0.10726984,5.5542417,-3.5598953,1.2483145,-1.6504638,-1.1316954,-2.9852524,-0.45401096,-4.1694913,-0.79258925,-0.8655932,-2.0269396,-1.3609384,0.016676271,0.33297488,-1.8203975,-1.9355457,2.5496857,0.08293788,-1.81379,4.1208763,-1.6037419,0.012595721,3.66357,-1.6033264,1.3119366,3.8462543,-0.33038,4.9580913,-3.7189405,6.456293,-6.1883445,-1.8659841,0.54630756,1.7982113,1.425856,-0.085113764,4.8031588,4.045201,-1.4038415,-0.51762867,-0.04117169,-1.0747181,-0.9146028,0,full_0.99
3.2562928,-21.248371,-1.6186296,15.671811,-2.3399773,-1.4598985,-4.670356,6.7737546,-1.7405493,0.31387776,8.523664,0.53618294,0.90249497,-3.972013,8.01228,1.8805523,-0.60336065,-3.185049,-1.1336235,3.152163,0.95788723,-5.7895494,1.3820446,0.7058243,1.4411933,-3.330132,3.4055307,-2.8468227,-1.0291127,-1.401698,1.8457217,2.976589,-2.9120398,1.9222492,0.32933414,1.095139,-1.1968834,0.74925256,-1.8473405,0.44364765,4.515864,1.9821907,-2.8805225,0.80355895,3.7980409,1.3005669,-0.74287874,-0.09008555,-1.5406046,0.17148538,8,full_0.99
35.842678,-6.6045923,-5.081504,-7.564799,9.977443,-1.9390208,-4.8885903,-8.345107,4.324354,-6.7900014,-2.1453273,-6.2181077,2.076308,-2.8103936,-4.9245358,10.371236,0.68864274,-4.7905736,-3.1433132,-5.921023,-10.437755,3.6765175,-2.6064277,-2.3929188,-1.3228233,5.9799356,-3.1372738,5.501067,-5.571566,4.5319543,3.6682267,-4.1502566,-5.6181374,-4.237518,-0.9628982,-3.4922497,-0.11696809,1.0500216,-2.1089182,-0.3620994,0.3213872,-1.041148,2.888446,0.94658,1.4186469,-0.9650681,0.28823766,-4.289658,0.83080065,-0.84654653,5,full_0.99
-1.3947734,4.8425674,10.063837,-0.7976392,-6.9378333,-3.0186949,-3.1385984,-0.1527855,3.3919082,-2.2893462,-10.417358,-6.5596538,-2.9472833,3.0440512,0.4017238,6.026039,-6.015924,2.481871,-4.198729,2.1204338,-5.6261387,2.5414705,-0.3092591,-2.6174514,0.97148895,2.8885872,1.4477035,1.7978067,-1.6047393,2.7351348,3.5576403,1.0301838,-2.256757,0.11676261,-0.38598952,-2.1146288,-2.2817752,1.0019892,-4.464436,5.0520463,-0.056896716,-0.42053458,-1.2333933,-1.041366,-1.4417467,1.4137045,3.8151727,-1.9622706,0.74438787,1.8185929,2,full_0.99
-19.727192,10.659474,6.636822,8.761013,8.92713,-7.1179376,2.6928506,-10.919547,-4.9582744,7.1744957,-0.72429985,-0.6559822,-4.268923,1.053939,1.4415083,-7.7381597,2.655781,-2.2154553,-2.2007868,0.1725795,1.5356923,-2.768989,-4.7325416,1.1370189,-3.2885928,5.0466356,-8.8109665,-5.8115683,-3.9221652,0.9330497,2.553317,-0.3198073,5.968351,1.4895349,1.6759655,0.93642384,0.25779492,4.968476,-0.6509855,1.7008976,0.9136515,-1.6132284,2.6560006,2.0595126,1.0658193,-5.6164556,-0.059665896,-4.699895,6.01329,2.420977,6,full_0.99
-9.049319,15.006957,-11.879109,-2.847619,3.2669392,16.664951,-12.363405,-7.455025,-1.6622279,18.427132,-8.602567,2.2960646,2.6505284,-1.1682615,3.688043,-0.16042042,-3.8695745,8.658842,-6.9730983,2.3458207,-2.8068316,-2.4229274,-6.597915,-2.7061863,3.5469577,1.6038028,4.7330713,1.046211,-6.9159646,-4.9595065,-3.0560808,-3.6258407,5.4648614,3.3934758,3.6322672,2.1702619,3.7736452,4.921247,5.028328,3.3330185,4.627336,-1.1446719,6.747046,-4.8352423,-2.0861917,9.374138,0.036454786,2.7566102,-0.7388735,0.46442723,4,full_0.99
15.259446,-13.9314575,26.380764,-3.1703575,2.51848,6.4074283,7.3402867,0.37865683,-1.026334,1.2164993,0.16689172,-2.0176268,-3.6311846,-2.4435163,-2.8234618,-5.154658,4.812677,2.0277886,0.93417394,3.101131,-1.8430406,0.9685951,-3.0991747,3.1849704,3.6791115,0.46105924,1.1705129,-3.6907873,1.395727,-4.376736,0.27746642,1.8777179,-0.13823679,-0.8958294,0.25072458,-6.1157556,-2.8959703,-1.2008736,1.0140656,-1.1620197,-3.4838908,-1.6675534,1.5064585,-3.0979698,0.56577504,0.52179396,-0.80554944,-0.99706644,-6.773755,2.721397,7,full_0.99
-11.955896,1.2277292,4.5328655,-7.438939,-6.1289625,-1.4606043,-6.0103045,-0.78104174,3.5419297,1.7966112,3.3440952,-1.226886,-5.0738525,2.0335088,1.8222716,-1.7348764,8.293029,-3.044887,-4.78852,4.0239773,-2.4774675,3.6082644,-5.7697616,-0.50564814,-1.317624,3.0470645,-7.407258,-2.3725612,-3.2332275,2.9153647,0.2555321,-0.7719261,-0.89688015,-3.0765836,-2.1885297,-1.0540768,-0.4226635,-2.0388215,0.6245367,-2.3785272,2.5412877,-1.4641564,-1.5890597,1.7073232,-1.0742499,-1.2066573,7.290704,2.475565,-0.82502526,1.1156533,2,full_0.99
-14.234758,-10.657261,-13.473924,4.82698,-9.748379,2.8241634,8.056788,-3.158839,3.1243985,-5.167017,-13.297006,2.5645547,-4.281481,-2.0185113,1.1541384,-1.0272447,-1.3732988,4.6840544,-0.056711283,2.5155253,-1.8300813,1.6422888,2.8184133,-1.971873,-8.878495,-1.0301355,0.17115346,1.9031603,2.4728208,-0.42276344,-4.2705903,1.9904008,0.90960044,2.6679144,-0.9412004,-3.3328562,-1.3391336,-0.8140076,0.35783342,-1.687353,-0.28441224,-1.8390541,-2.655127,0.040889885,0.87238455,1.0232358,0.6789005,-2.2581542,1.9761132,0.6420181,9,full_0.99
-12.558876,-6.4453015,8.481839,-6.7125144,-5.7465844,-2.7651503,-4.7146277,-9.294016,-6.896024,-3.7919855,9.298073,8.852753,-4.6436825,-2.5010347,4.5906286,0.48144192,-0.43042728,1.2706484,-2.8736374,-2.144696,0.1683259,-2.7267036,-3.8962743,3.0648875,-4.2292376,5.661091,-1.6650771,-1.7305485,-4.1369824,2.7800448,1.6397895,2.715698,-2.4748118,3.8475964,0.9310937,-0.48756132,1.5268986,-2.386577,1.578403,0.076443575,-1.2334253,1.8664973,2.1192207,-0.8304589,-5.0276246,6.106313,-2.2166748,1.5314071,2.2807565,2.9006991,3,full_0.99
1.4395043,-12.5625925,20.253635,-1.5546557,0.77557796,8.22743,5.4574,0.58618695,-0.42263657,2.1669447,0.62547636,1.9044738,4.7777276,0.81135947,-5.500769,-1.5537529,-3.266031,-3.9994428,0.4290532,0.39625448,4.0169983,0.4141424,3.1468296,2.579891,4.240404,-4.8395996,-3.459821,0.26877907,-5.972019,2.0715704,6.3525434,0.613412,-1.3994831,1.1111552,-6.8339186,-1.9353722,-1.1156368,3.0376866,4.0574327,0.63483477,-0.056457225,-1.9741292,-1.2343875,6.851978,5.591577,2.3431008,0.056365047,-3.7011502,2.667098,-7.8253236,7,full_0.99
-1.9361187,-14.087301,24.4934,1.6582456,9.615076,14.441338,11.621207,3.362856,2.600211,-3.584356,-1.9603646,-1.6700101,4.8563423,-2.142918,6.2836437,-0.032350417,0.17111143,-4.134697,1.9589642,0.5824615,0.20592515,-3.0045893,-1.829127,-0.08101626,0.3746992,-1.3008933,-1.9394046,0.27580273,-0.8186838,-1.221183,-2.687864,1.3851634,-0.48754832,-0.9334509,1.8318306,4.2376804,1.3196806,-3.4692705,-7.8172207,-2.2991438,-0.2765864,0.8989731,0.8012424,-6.7016973,-4.1166224,-1.8503771,-0.11454359,2.6396265,-2.3455477,4.26738,7,full_0.99
-0.10913281,-13.783545,19.499866,-0.89857346,3.3423538,9.171899,6.77482,1.6057243,1.6191676,3.5784376,-1.1116873,0.7096264,3.024605,0.08253672,2.7591124,-1.8456568,-1.6542665,-7.568963,5.886089,2.523928,-1.7596753,-1.2616676,0.3092754,-2.4717014,-3.006515,-1.3525859,3.231939,-4.647577,-1.2118778,-1.8964332,3.198442,2.9186559,0.23691593,-1.3804635,-1.5942878,4.7080507,-2.3576918,-1.7307345,-1.4038963,-0.117545,0.45575282,-0.81158304,-3.3756373,-1.5487036,2.1150634,0.21018107,-3.2941434,-3.1736255,0.0019453419,-0.2820785,7,full_0.99
-3.7150145,17.326933,-9.70854,-2.3185155,3.9868908,13.198978,-6.3237085,1.0040991,-2.1316304,-9.492964,3.8169408,-9.798392,7.1906815,-2.143876,2.828498,-11.486254,-1.1813308,8.014485,1.9838109,5.037296,0.31025913,-0.6862359,3.055003,-6.8858986,4.7374063,1.8040737,-1.7861023,-2.7728353,-0.76467586,1.2023762,-5.418412,-0.7254198,-6.0382614,-3.631596,1.8603436,3.0857663,3.3334267,-1.6147658,-1.0185164,1.2718365,4.1071844,1.1237323,-0.60325766,0.14125231,0.085787706,0.26679617,-0.6238345,0.377496,2.1420035,0.26231456,4,full_0.99
-5.166746,-24.386501,-4.06655,20.871569,-0.21289463,-2.7390902,-11.19965,7.0708756,0.7420416,6.1512065,-1.3828368,4.0432463,1.4657298,-7.1143956,9.494936,1.7135807,-0.66107607,0.8433861,-3.8918552,4.216067,2.7603402,-2.5011697,1.2644504,4.0892234,0.54881614,5.0250487,7.0384097,1.1320922,-3.611116,-0.57074475,-1.8649789,1.1137918,-0.19741999,0.8183363,-0.71720487,-1.5577266,2.7405038,2.2529387,-0.1536738,-1.3162075,1.6401159,6.646223,-6.2516727,-0.61807674,-1.55212,0.5984906,-1.5365812,-2.7865112,1.3375661,4.297702,8,full_0.99
-16.612051,-0.52665687,3.9037707,-9.58861,-4.8014903,-3.9575307,-5.340415,2.6339476,8.962098,-5.7724066,-3.388698,-4.358162,-4.147173,4.3971725,-0.66895443,-1.4956824,1.8654708,-0.8220511,-4.440211,3.0366616,7.3954077,-2.1193612,4.118708,6.0366535,-5.00826,-3.1572108,-0.6322382,0.4083133,-0.026888017,1.4146632,1.9094965,6.655181,5.376967,0.34696883,7.345235,-5.122577,-4.7610173,-3.2728279,-2.396493,-0.3826564,5.5201936,4.0721636,6.119515,-0.36569193,0.5588556,-0.7120854,-2.5819461,0.16719522,3.2631862,-0.9446894,2,full_0.99
-2.3609202,6.326353,-10.297034,-7.5592504,3.9447126,-2.1320539,1.5476978,2.975752,-1.6967665,4.0953135,-2.193372,1.7781347,6.1087756,-1.8204383,-0.16045651,1.4870898,3.8370574,-3.576359,-0.52137387,-4.3715405,-0.9837948,7.4254074,-2.5191152,7.649261,3.2291656,-6.0060067,-2.4261932,1.8684164,-0.2817011,0.34516567,0.08818682,3.7088652,-7.808483,2.9678743,5.0915856,-2.2836347,2.7472935,1.0742617,-0.46053547,4.9853263,3.155739,-2.2562819,-2.4534569,-1.6535875,-4.1558957,-2.2362165,2.426394,1.7054468,2.757726,-1.1322056,1,full_0.99
-13.719142,-11.015917,-13.789017,5.1049314,-9.242056,2.54445,6.7469106,-2.6483676,4.484983,-4.268275,-10.939185,0.675356,-10.525841,4.2709765,4.2960205,-4.2972574,-4.2230253,1.5865148,-0.43297356,1.4741938,5.880909,8.3370905,-2.3728514,-4.4677033,-1.9426112,-0.67025274,4.112948,4.96177,2.2350438,-3.0540993,-2.4905233,-0.767342,1.3310486,3.8135045,0.7896909,-1.8537658,-1.1349176,-1.1764171,0.63059664,-1.5502021,-1.1701775,-1.9476484,-1.2462971,-2.1493478,0.97010183,0.918425,1.0676749,-2.35281,1.1586957,-0.24530452,9,full_0.99
-15.613851,-1.4689798,-7.085823,-3.2186656,0.26224613,-1.4085718,2.7676785,-3.8594396,6.9543467,11.346343,-3.8364856,4.8784633,5.498879,1.1558774,-0.31183508,2.8882248,-6.9780107,3.5348167,-1.4037662,5.3410883,2.364245,2.3273485,-3.4719176,0.8024659,2.4272046,4.416172,1.4077877,2.2903197,0.6037469,-0.47709623,-1.8075094,-1.7063315,-0.28821364,3.6238549,1.80024,-2.577756,-2.0998375,0.30026042,-0.46443188,-1.3162328,-1.622006,0.009861409,0.3672956,1.697259,-3.582959,2.5784495,1.6431278,-0.31627128,-0.48805192,0.5689992,1,full_0.99
-20.953787,11.101278,5.38787,9.436502,9.391571,-10.900854,6.123891,-10.8685875,-3.7539444,3.8752377,-4.5123067,1.1052045,-4.110723,0.37303814,5.3233485,-0.7403312,1.6705841,3.5025692,-4.2658167,6.2619205,0.80674624,1.747691,1.9831377,-3.4855947,3.1625743,3.7285204,-7.5417833,-4.1726055,2.494077,8.754118,2.4845858,-2.2807775,1.0975039,6.0708556,3.4333649,-7.9034004,-4.968369,0.7129865,-1.7155595,-0.968341,2.575848,3.6616583,-0.23271853,0.21049587,1.5085061,-0.1471574,-2.1810887,3.7955391,1.852814,-1.4207458,6,full_0.99
-12.736037,-11.802881,-15.137054,7.4453044,-11.847718,1.0934675,7.537722,0.61048454,4.448901,-3.0770512,14.902983,-6.9814897,-10.116774,1.9587989,-0.16515416,-3.1582656,0.85296744,4.2502627,-2.7012987,-4.2013907,5.37953,0.6544418,-4.5818715,-4.1191835,1.7098731,-2.9432523,3.5112286,0.36254072,2.2144976,-5.7435265,-0.8171018,-0.6809978,-0.92169935,-1.6950157,1.2785238,-3.5962791,-3.134593,-0.032813527,2.8076384,0.29505557,3.3941703,3.2485623,0.64201134,-0.81270266,-1.6894059,2.1366339,-0.03758864,-0.8728195,1.8979132,-1.9247618,9,full_0.99
0.9382614,-13.344729,22.728338,-0.19343255,5.913295,9.929077,7.955067,2.9183755,2.5647995,2.597901,4.022736,-1.9772187,-1.1605809,-0.26638955,0.2774189,-0.56832635,-0.20591472,1.0859586,3.699691,0.8885748,1.6240718,7.3937845,-0.8319675,-4.7687535,1.8383594,-2.0615206,3.6163774,-3.0560064,1.7074319,0.21107283,2.9024658,1.7002367,1.0462582,0.14130393,-1.755171,0.91707754,-1.0794467,0.34865645,-0.9207886,2.5586207,4.190762,-0.72103184,-2.189215,2.7878578,3.7363722,4.0378385,0.156501,-0.43843898,-3.5302258,-0.56423,7,full_0.99
7.7044773,9.376989,13.304446,-1.506172,-8.438123,-0.27428788,-4.5057945,0.5982848,8.927439,-0.033742163,-4.5454507,0.40466878,-4.014391,-3.9544706,-1.7132999,-4.6015077,-0.88389766,-4.8148026,1.1738327,0.6468154,-3.8317437,1.4016781,2.0376592,-2.808355,0.45332938,-3.8749866,1.3656261,-3.8865755,-0.31968766,-0.28548938,1.4199774,-0.042204704,1.2051284,1.2084422,-0.0836524,-1.0581592,-3.3047652,-3.022492,2.7829077,-0.42669606,2.0627677,-2.8073838,-1.0229472,0.4307163,-4.338438,-1.7809663,5.6034303,-0.8564224,-1.0249565,1.7528576,2,full_0.99
