PACMAP1,PACMAP2,PACMAP3,label,bias_level
-4.2642417,-1.7788527,0.04687379,3,full_0.5
5.0591893,0.0013736478,-0.36050317,6,full_0.5
-4.983366,-0.18449873,0.36855847,1,full_0.5
-0.8011355,-3.129104,-0.2620227,3,full_0.5
0.81161904,0.18920124,-1.8448082,3,full_0.5
-0.0988755,-2.1667662,2.25559,0,full_0.5
-6.599851,-1.2339404,0.35092056,1,full_0.5
3.3365755,-1.1521376,-2.2043853,6,full_0.5
-3.7290392,1.6106929,-2.0315728,1,full_0.5
-2.8314326,0.7290951,-1.5684946,1,full_0.5
1.1140971,-0.22556107,-1.661319,9,full_0.5
4.365224,4.032962,2.325161,5,full_0.5
-1.7986135,-1.6534417,2.008468,6,full_0.5
-5.4477453,-1.6579217,0.38608477,7,full_0.5
-3.0931814,-0.90270466,1.523815,4,full_0.5
-4.9261475,-1.6553265,1.2409148,8,full_0.5
-5.500547,0.46120355,-0.8568735,4,full_0.5
4.5736904,-1.6623042,-2.7635653,4,full_0.5
-4.089309,2.2290137,-2.0447094,4,full_0.5
0.074324004,0.031770185,-1.135959,2,full_0.5
-1.4522675,2.6701252,-0.9279854,4,full_0.5
-2.6829731,-2.1359718,0.220903,7,full_0.5
8.411561,0.504679,-0.80291545,4,full_0.5
-3.5362847,-0.80570495,-2.4645536,5,full_0.5
1.1709411,1.804749,-1.3627396,4,full_0.5
0.085859284,1.9312137,4.2840147,9,full_0.5
-3.7073119,1.4102819,-1.5763048,1,full_0.5
1.7489152,-0.087443545,0.8119445,7,full_0.5
-4.5721316,0.115671024,0.17829478,2,full_0.5
3.9064145,-0.93489456,-1.4042569,9,full_0.5
3.1185467,1.9709777,1.4039984,1,full_0.5
-6.6261897,-1.1624906,0.5795537,3,full_0.5
5.337315,-0.11240582,-0.26579303,5,full_0.5
-0.33267042,-3.391864,0.6035184,8,full_0.5
7.67658,0.77275085,-0.52730876,1,full_0.5
-5.6564355,0.76253587,-0.7532344,7,full_0.5
-2.1464465,0.953667,1.3316333,9,full_0.5
-4.1841793,-0.22195674,-1.0627056,6,full_0.5
4.2903366,1.8444759,0.46661475,1,full_0.5
-1.5561072,1.0343499,-0.33396336,1,full_0.5
-1.5011111,-1.5713747,2.3608818,8,full_0.5
4.391117,4.0108905,2.3591747,6,full_0.5
4.293018,-1.1859434,-2.7231097,2,full_0.5
-5.463061,-0.17684369,-0.4377487,1,full_0.5
-3.1932566,0.019243926,-1.1128254,3,full_0.5
6.9617543,1.1423255,-0.15973341,7,full_0.5
-7.0936594,-1.641058,1.0272225,8,full_0.5
4.858482,-0.104188636,-1.1611454,4,full_0.5
0.6790302,-2.6867685,1.0282899,2,full_0.5
5.1637087,-1.4474623,-2.9002266,2,full_0.5
-0.54619753,0.8134402,0.35640252,3,full_0.5
3.7591531,1.4003292,0.6315361,5,full_0.5
-5.4862986,-0.26422936,-1.6780341,4,full_0.5
-4.7697787,0.9804386,0.46927124,2,full_0.5
-0.8050847,1.6648103,4.3944936,9,full_0.5
-5.295825,-0.41265032,0.6137311,1,full_0.5
1.7702979,-2.5315628,1.1944394,0,full_0.5
2.440049,-0.3842596,-1.5228096,7,full_0.5
-2.7277904,0.97621524,2.2368581,9,full_0.5
3.4802892,2.042158,1.2814012,1,full_0.5
-1.5922564,-1.8748171,2.264693,6,full_0.5
-5.216652,-1.543096,0.27309456,9,full_0.5
4.8313847,-1.4924448,-2.8588958,9,full_0.5
-5.211779,-1.0506079,0.259555,0,full_0.5
-1.0555874,-1.3282341,2.369247,5,full_0.5
-4.616869,-1.0247053,-2.2573223,6,full_0.5
3.336246,2.218549,1.4458557,4,full_0.5
-0.26596752,-0.8296912,2.5343173,8,full_0.5
-1.6342375,-0.60627526,3.1616893,5,full_0.5
-0.42139778,-2.5675697,2.199016,9,full_0.5
-4.823127,-1.2471292,-0.26257902,3,full_0.5
6.353757,-0.49101642,-1.4792871,4,full_0.5
-1.0315757,-2.1250315,-0.8378377,3,full_0.5
-2.76218,-0.8176191,1.5161017,3,full_0.5
-4.587518,1.0191736,0.3224402,1,full_0.5
-5.802888,-0.66604954,0.15583588,1,full_0.5
-1.3114586,-1.0256262,2.9452066,2,full_0.5
-4.6711383,-1.461074,-2.0316646,3,full_0.5
-2.39365,0.6067799,-0.36962882,2,full_0.5
-3.0708263,-0.098318726,0.26763994,1,full_0.5
-1.5336818,-0.29727072,1.1758454,6,full_0.5
-3.828356,1.4984123,1.1256828,5,full_0.5
0.08804814,-2.385148,2.0400965,0,full_0.5
-2.89016,-0.91231763,-0.12138345,3,full_0.5
-0.28467742,1.0162231,0.008991683,4,full_0.5
-1.9824961,2.357949,-0.9125788,0,full_0.5
3.81078,3.5582714,1.7654998,6,full_0.5
-4.745842,-1.2835845,-2.0010266,6,full_0.5
-1.8052145,-2.8901644,0.46313694,4,full_0.5
4.3268514,-1.5447172,-2.1464083,9,full_0.5
-3.1967366,1.0817264,0.20443328,2,full_0.5
7.7410736,0.82894087,-0.49534318,6,full_0.5
-4.703241,-1.7435377,0.059919428,9,full_0.5
-0.007425342,1.6274129,3.7598636,9,full_0.5
-2.056554,0.84743387,1.5633597,9,full_0.5
0.6700157,0.81499493,-0.93246055,4,full_0.5
-0.17954433,-3.1440337,1.1205148,0,full_0.5
-3.1009433,-0.33573818,0.8814578,7,full_0.5
4.848362,-1.4495546,-2.7638116,3,full_0.5
2.058579,-0.1022027,-1.7029191,3,full_0.5
-4.821271,-0.30391717,0.2554142,0,full_0.5
0.13733403,2.0700128,-0.0078099254,9,full_0.5
-5.577294,1.8869252,-1.6072377,4,full_0.5
5.372235,0.18731286,-0.8901391,2,full_0.5
2.4948394,1.7343917,-0.36734036,4,full_0.5
3.921031,-0.8029873,-1.1742637,7,full_0.5
1.7306267,-0.12007027,-1.9151784,2,full_0.5
-4.314675,-1.8676406,-0.032276917,5,full_0.5
-2.071745,0.17197086,-0.38754448,2,full_0.5
-2.6543257,-2.6086519,-0.9228709,8,full_0.5
-4.9741473,-0.23402728,0.011011212,4,full_0.5
-3.6333241,1.3410826,-2.0185516,1,full_0.5
3.916888,3.6288774,2.0359206,6,full_0.5
-1.0594085,1.6502349,4.318912,9,full_0.5
-0.7253265,1.6281853,4.367291,9,full_0.5
-2.6904268,1.1133714,-1.4157916,9,full_0.5
-3.3851597,1.2906804,-1.959997,3,full_0.5
-2.492975,0.8366886,2.423919,5,full_0.5
-2.9937053,-0.00048670569,0.13765728,0,full_0.5
1.9563303,-0.8174259,-3.087441,2,full_0.5
7.281106,0.98568815,-0.33423075,6,full_0.5
-0.833705,-1.9497688,2.5049684,0,full_0.5
-3.883222,0.6371461,-1.5166132,4,full_0.5
-3.1283476,0.4703487,1.1138021,2,full_0.5
4.5075006,-1.4145334,-2.6876047,9,full_0.5
6.9119277,0.5339707,-0.65929705,6,full_0.5
2.1655052,-0.84904283,-3.0996935,3,full_0.5
5.4188495,-1.3150545,-1.4468669,0,full_0.5
4.6424947,-0.4244827,-1.3673927,9,full_0.5
-0.14950725,-3.590024,0.7054351,8,full_0.5
-4.4943123,-0.7067471,1.3484818,0,full_0.5
-6.127046,-0.7806502,-0.34376374,0,full_0.5
8.243271,0.5352974,-0.75494784,5,full_0.5
-5.0986814,-0.43834975,-0.91526,2,full_0.5
-3.0804193,1.0364581,2.072146,6,full_0.5
-7.135152,-1.6339151,0.99023044,0,full_0.5
-1.7532704,-2.93166,0.32604766,7,full_0.5
4.448976,4.021013,2.316796,6,full_0.5
-5.086574,-0.08619175,-1.149576,6,full_0.5
-0.76130223,-2.2363148,2.7564878,9,full_0.5
3.13924,-0.96668446,-2.699658,6,full_0.5
1.1209867,-0.20249525,-1.1599797,1,full_0.5
4.1701446,-1.483224,-2.5916696,7,full_0.5
4.6809206,0.13535327,-0.9521604,6,full_0.5
-3.658973,0.8274582,-1.2855355,1,full_0.5
-6.644089,-0.73594534,0.7071024,0,full_0.5
-3.3580575,1.6325358,-1.8200916,7,full_0.5
3.2493622,-1.5041369,1.2501026,5,full_0.5
-2.7380116,-0.09658352,-0.7619273,1,full_0.5
-5.425714,-0.31951243,-0.37467587,4,full_0.5
-0.42921978,-3.0170798,0.7489836,8,full_0.5
0.11126003,-3.527325,1.2596242,9,full_0.5
3.1977236,-1.3514603,-0.059457578,7,full_0.5
-1.3629209,0.514137,-0.94891083,2,full_0.5
2.6586726,1.4677322,1.7615255,8,full_0.5
-1.3415434,0.3203473,-1.4682806,3,full_0.5
4.8945565,-1.3772007,-2.8426394,2,full_0.5
-4.3305135,-1.3305737,-2.4184659,6,full_0.5
2.796444,1.0629292,-1.2099607,8,full_0.5
4.588147,0.95792913,-0.20529911,4,full_0.5
-1.197564,-1.0757048,2.7535207,8,full_0.5
-2.655885,-0.242158,0.25936002,2,full_0.5
-6.474624,-1.0406508,0.3354316,6,full_0.5
0.09875754,2.3248188,-1.4561702,1,full_0.5
-3.3759289,-1.2183412,-2.0012548,5,full_0.5
-7.099643,-1.5865347,1.0220101,0,full_0.5
3.8260496,1.5447139,-0.41721582,0,full_0.5
3.1287339,1.8825781,1.2495873,1,full_0.5
4.368151,1.0655874,0.053103648,1,full_0.5
-1.4770244,2.6766794,-0.6430494,1,full_0.5
-5.1487093,1.5998048,-0.35184583,2,full_0.5
5.2143316,0.8722258,-0.21247296,5,full_0.5
4.430034,4.0815396,2.350808,4,full_0.5
-5.975808,0.6888327,-1.0588037,2,full_0.5
-1.6913072,-0.76613104,1.2542869,7,full_0.5
-2.7296321,-1.5901601,-0.35302284,5,full_0.5
-0.5707752,0.68695855,-1.7709955,0,full_0.5
-2.8251488,-1.0329791,0.4370804,6,full_0.5
0.8702206,1.5589739,1.7287958,7,full_0.5
-3.7422254,-0.5825342,0.25509462,6,full_0.5
4.9388776,0.53516805,-0.5690959,3,full_0.5
3.0034244,0.3710614,-0.5245385,2,full_0.5
-1.3876053,-1.1776792,1.6036242,7,full_0.5
-3.9663103,0.8168267,-1.1041003,2,full_0.5
2.9453714,-0.34277585,-0.093019746,7,full_0.5
-5.0373325,0.5776929,-1.6359056,5,full_0.5
-0.86106896,-0.46288294,0.5767438,7,full_0.5
1.432322,-2.8872223,0.48501605,8,full_0.5
-2.7371407,-0.95108414,2.7459087,1,full_0.5
2.0965126,-0.8328292,-3.1400099,3,full_0.5
1.1663587,-3.0998929,0.4872203,8,full_0.5
9.606734,0.63986963,-0.8698837,1,full_0.5
3.7768385,-0.28344056,-2.4447348,2,full_0.5
-5.8527355,1.7001712,-1.4361625,5,full_0.5
-6.2709846,-0.47659558,0.22715245,2,full_0.5
-4.379611,-1.3373554,-1.9086963,6,full_0.5
3.7310102,0.55679893,-0.93522537,9,full_0.5
4.530295,1.0930394,-0.05050139,1,full_0.5
-3.7413454,0.7127322,1.1183387,2,full_0.5
4.529963,1.0891778,-0.022841364,3,full_0.5
-1.1567677,-1.098428,2.7260983,0,full_0.5
-3.818775,-0.44891542,0.2773696,5,full_0.5
-4.911795,1.707599,-0.20459034,1,full_0.5
-2.6636994,0.9535331,-0.48062652,2,full_0.5
4.088652,-0.9479474,-2.729969,2,full_0.5
1.1144365,0.91690916,-1.4495214,0,full_0.5
4.439358,-1.6133943,-2.7528086,6,full_0.5
-0.95686007,1.6764966,4.3418593,9,full_0.5
2.3070717,0.56217885,-0.8605528,6,full_0.5
2.036888,-1.5654991,0.19526438,8,full_0.5
-3.3638859,0.43339118,-0.8928238,1,full_0.5
-5.4215746,-1.7499039,0.24140155,5,full_0.5
-0.04525642,1.1010063,-1.5462472,2,full_0.5
-3.2584627,-0.13990785,2.0429146,0,full_0.5
-4.5093474,-0.14884731,1.4367323,0,full_0.5
-0.7118204,0.1202669,-1.8068591,3,full_0.5
2.6922739,-0.4242375,-1.3947381,9,full_0.5
-6.2285795,-1.1962779,0.14131907,1,full_0.5
1.9937341,-0.9536545,-3.3020422,0,full_0.5
-5.0648932,1.9965627,-1.6626983,4,full_0.5
4.1540623,3.7433848,2.187372,2,full_0.5
-1.4913784,-0.97070056,1.5720509,3,full_0.5
-6.441033,-1.0348368,0.28888237,8,full_0.5
4.9484615,2.0415573,0.74409336,1,full_0.5
-1.1520852,-0.94892174,3.0782435,8,full_0.5
-1.9370661,-0.63753235,2.3937738,1,full_0.5
-6.172644,-1.1592436,0.17788081,0,full_0.5
2.7531414,-0.027882623,-0.030656116,7,full_0.5
0.20448977,1.8108656,3.9618618,7,full_0.5
1.8596619,0.3517474,-1.1735655,9,full_0.5
-0.093196034,1.9387089,-1.62428,0,full_0.5
-0.7268142,0.24942747,0.8937619,7,full_0.5
4.57403,2.2901158,1.0175773,4,full_0.5
2.573797,-1.3396364,-1.0928909,8,full_0.5
-0.97746396,1.6321967,4.2912335,9,full_0.5
-5.1277895,-0.47159684,0.32066303,3,full_0.5
4.2074604,1.0452074,0.26579493,4,full_0.5
-6.6669426,-0.97794956,0.16881537,0,full_0.5
-2.9038546,0.04145755,1.7855887,6,full_0.5
5.1798906,-1.4666761,-2.9096055,4,full_0.5
-3.6171415,1.1446346,-1.5933307,4,full_0.5
-1.538107,0.3665632,-0.80918616,3,full_0.5
2.921257,2.0428689,0.39011323,7,full_0.5
-4.49167,-1.3208265,-0.32635292,4,full_0.5
-5.1290684,-1.1076281,-0.90607685,6,full_0.5
-2.308461,-1.1612667,1.9840854,1,full_0.5
0.6518021,0.34941503,-1.5130774,2,full_0.5
2.7584467,-0.38869476,-0.22171052,8,full_0.5
3.3947663,1.2236475,-0.34003052,9,full_0.5
0.74975437,0.09637813,-1.8256288,5,full_0.5
4.409992,-0.39025664,-1.3093467,9,full_0.5
1.8890274,0.09682793,1.9486657,8,full_0.5
9.501457,0.6203286,-0.87015355,5,full_0.5
0.076649144,1.9233682,4.2346215,9,full_0.5
4.8032184,-1.3490494,-2.8761287,7,full_0.5
-3.5368981,-1.0367932,1.9388093,2,full_0.5
5.5563354,-0.63918597,-1.347771,2,full_0.5
0.49597576,-0.59557706,2.372849,8,full_0.5
-4.8041377,1.8272753,-0.29581752,4,full_0.5
-3.7130299,0.98918223,-2.366739,4,full_0.5
-5.211122,-1.5112317,-0.4486694,2,full_0.5
3.6103346,-0.77532446,-2.6011477,2,full_0.5
-6.716865,-1.0095974,0.17315584,0,full_0.5
2.3743708,-0.08793319,-0.2062921,6,full_0.5
-6.5757875,-0.96183836,0.20937349,0,full_0.5
-4.5529804,-1.1990836,-1.8218809,8,full_0.5
-4.7943587,-1.3464748,-2.3680804,7,full_0.5
-0.67694503,-0.4773842,2.3199465,9,full_0.5
-0.38586318,0.7419989,-0.81793225,1,full_0.5
-0.07295162,1.8752587,0.0037169699,1,full_0.5
3.5887458,-0.5629634,-1.7376888,4,full_0.5
3.0620975,1.6890807,0.09191176,0,full_0.5
-5.6197166,-0.6214728,-1.1274848,3,full_0.5
-1.0847584,-1.539403,2.3396046,8,full_0.5
-0.27020627,1.6875403,4.2134604,9,full_0.5
-6.9099445,-1.363345,1.0356683,0,full_0.5
-0.882428,-2.3277726,2.8389752,9,full_0.5
-4.5535355,1.793355,0.11646896,1,full_0.5
-1.322182,-0.8954038,1.4273086,7,full_0.5
-3.8466315,-1.3483589,-1.4694897,0,full_0.5
2.552395,-1.0951182,-1.1378284,9,full_0.5
4.629351,0.21344073,-1.0271758,9,full_0.5
1.7824384,0.5046393,-0.25409186,4,full_0.5
0.25324795,0.27277863,-1.2782042,3,full_0.5
-4.4810843,-0.3437257,0.8390234,4,full_0.5
7.134515,0.21512255,-0.74718827,5,full_0.5
-2.4570308,0.9544814,2.6273043,9,full_0.5
-4.0158877,-0.4233407,0.5948081,4,full_0.5
-1.9582778,2.8364015,-0.11297248,6,full_0.5
4.4582453,-1.0630593,-2.5910997,8,full_0.5
-1.3947707,-0.061087485,0.061346438,7,full_0.5
4.612392,-1.5327249,-2.6174507,0,full_0.5
-4.848334,-1.299224,-1.9949747,6,full_0.5
-3.0655115,0.1083956,1.563286,0,full_0.5
2.665906,-0.879238,-1.7902676,4,full_0.5
-7.1567707,-1.6858579,1.0337605,0,full_0.5
-2.496821,-0.7120745,1.7890877,2,full_0.5
-5.866381,1.0564265,-1.0400085,7,full_0.5
-1.9107252,-0.8577972,2.9665112,4,full_0.5
2.6080449,0.65995747,-0.51102257,0,full_0.5
-3.594828,-0.19412223,-1.3565556,2,full_0.5
-3.2688224,-1.708259,0.040025588,5,full_0.5
3.6128688,0.18421982,-0.12331128,7,full_0.5
-0.5647225,1.835584,-1.3587062,7,full_0.5
-4.7065988,-1.3861798,-1.838873,7,full_0.5
-3.4534476,-0.14843228,-1.1597354,3,full_0.5
4.1494365,1.1133615,0.18343508,1,full_0.5
-1.9333245,-1.4117411,-1.6250557,5,full_0.5
-1.903791,0.4402759,0.26349536,4,full_0.5
4.9871664,0.4646076,-0.6827599,9,full_0.5
2.102349,-2.5654235,0.7166753,8,full_0.5
2.4041405,-1.5256501,0.1512313,5,full_0.5
-1.1235625,-0.38392094,0.27450496,7,full_0.5
-1.1481128,1.158901,4.13392,9,full_0.5
0.21845253,-3.4625833,0.79160875,8,full_0.5
-3.5044837,0.9106933,-1.5645015,2,full_0.5
-1.4288945,2.5489845,-0.95213,1,full_0.5
-5.4713726,1.8943201,-1.654257,4,full_0.5
1.8097831,-0.8189194,-3.1673357,3,full_0.5
3.16404,1.9625694,1.3651916,4,full_0.5
-1.5029424,-0.72369653,3.1480079,4,full_0.5
4.9052277,0.13963625,-1.1373396,8,full_0.5
1.9738573,-1.5186917,-1.0634912,3,full_0.5
3.9303021,3.4586492,2.0815744,6,full_0.5
-1.7823471,2.3677673,-0.12069949,7,full_0.5
0.49298283,-2.9711945,0.9184156,8,full_0.5
1.7826263,-2.222252,1.3770552,6,full_0.5
-3.4009266,-1.1234896,1.6648303,5,full_0.5
-5.263439,0.87084574,-0.1151479,6,full_0.5
-1.4214034,-0.6612678,3.4416335,4,full_0.5
-2.9172707,0.2602522,-1.1812361,3,full_0.5
1.2258334,-2.9507055,0.6932318,8,full_0.5
-0.08948732,-3.4456298,0.71737856,8,full_0.5
-4.709294,-0.8528781,1.1916032,3,full_0.5
-4.810519,1.5461501,0.29403293,2,full_0.5
-2.1987565,1.4630243,-0.8601747,0,full_0.5
5.369582,-1.3482301,-2.69391,8,full_0.5
9.586742,0.62900877,-0.8748797,5,full_0.5
-0.5625094,0.050286524,0.16496253,2,full_0.5
-5.797522,1.5411782,-1.508624,6,full_0.5
-4.6012306,-1.7162119,-0.5906181,4,full_0.5
-2.7351148,-2.2117283,0.34390777,7,full_0.5
-1.4728916,1.6700823,-0.48992,2,full_0.5
4.4633765,-0.7670141,-2.6953964,9,full_0.5
3.99131,-0.9226093,-2.6545556,3,full_0.5
3.0140884,-0.8420798,-2.0699317,7,full_0.5
-3.9371123,1.1455348,0.6056514,7,full_0.5
-2.8847136,-0.43390247,-0.07913309,7,full_0.5
3.4793413,1.9898657,0.25793862,4,full_0.5
1.0918776,-3.088296,0.5694472,8,full_0.5
-3.0637052,0.4088294,-0.6661432,2,full_0.5
-2.0055718,-0.9415437,2.4210594,1,full_0.5
-4.2984376,1.0278912,-1.143218,9,full_0.5
3.1865065,2.0998707,1.5208519,1,full_0.5
-4.3973203,-1.1361237,-1.1547816,6,full_0.5
-0.7255336,-2.2403023,2.6730566,9,full_0.5
-1.9448559,-0.36929405,0.70145154,7,full_0.5
4.867588,-1.360641,-2.8297563,2,full_0.5
-3.7433028,0.61724687,-0.876718,2,full_0.5
-1.3963264,-0.7217986,0.99973863,7,full_0.5
-2.3257034,-1.768088,0.37704867,7,full_0.5
-2.200109,-0.8198208,1.3859967,6,full_0.5
-1.3334538,-0.71740186,0.8895685,8,full_0.5
3.1039839,-0.7461113,0.26882166,2,full_0.5
4.9911985,0.82777625,-0.18237855,6,full_0.5
-4.479631,-1.2325809,-1.6156616,1,full_0.5
2.1203308,0.6841847,0.4387985,7,full_0.5
-2.9660537,-0.0020117706,1.4385535,5,full_0.5
-3.9196079,0.98840183,-1.7668397,4,full_0.5
4.787379,0.45001665,-0.847644,1,full_0.5
-0.92574334,-1.2224765,1.7448453,8,full_0.5
-4.7165456,-1.0987161,0.37118995,1,full_0.5
-0.8086704,-0.04562027,0.9056299,6,full_0.5
-3.3089397,-1.9308953,-1.069333,6,full_0.5
-3.6238115,1.7051347,-2.078428,1,full_0.5
-4.9490314,-0.6601695,-1.8151497,6,full_0.5
-3.6912122,-0.7323466,1.2386084,6,full_0.5
2.0377338,-1.9546323,-0.84966767,5,full_0.5
-5.189364,-1.1968108,-0.12861711,7,full_0.5
-1.4983776,-0.7105974,-1.9285502,3,full_0.5
-0.8411704,-0.98175895,3.0234973,9,full_0.5
-5.7121277,-0.7876379,0.78122205,0,full_0.5
-1.5191905,-1.4506501,1.9481121,0,full_0.5
2.3373332,0.2862877,-1.1339873,6,full_0.5
2.7252402,-0.9082133,-1.1193705,9,full_0.5
2.2496073,0.25308222,-1.1629949,8,full_0.5
-3.7881615,-1.6155199,-1.6326164,5,full_0.5
4.8296485,0.13493398,-1.0041229,9,full_0.5
-1.9877067,0.2574885,-0.7939702,9,full_0.5
0.69554394,-3.5825307,0.75480014,8,full_0.5
-0.66757685,2.7551928,-1.264772,4,full_0.5
0.610793,1.3941847,-1.889875,0,full_0.5
-5.559352,-0.6339904,-0.18857695,2,full_0.5
-0.5804437,0.6659342,-1.5659139,7,full_0.5
1.8986521,-0.6312953,-1.3529286,7,full_0.5
-1.849817,1.2729187,0.086304136,3,full_0.5
0.5398195,2.1455934,-1.5963976,4,full_0.5
2.023355,-0.7746783,-3.0206826,3,full_0.5
-3.9048557,-0.85006577,1.2614001,6,full_0.5
-6.6619678,-1.0201645,-0.08384931,0,full_0.5
4.4787903,4.158323,2.3854957,2,full_0.5
-0.44235677,-0.40066293,0.42878485,7,full_0.5
-5.653499,0.033105154,-0.11058878,4,full_0.5
4.5301776,4.06766,2.3296375,8,full_0.5
-0.4909754,0.48068312,-1.281899,3,full_0.5
4.9673567,1.2857054,0.06639522,3,full_0.5
-1.1510702,0.3977304,-0.42883304,2,full_0.5
0.37854582,-1.2713658,-1.1486095,8,full_0.5
-3.7234373,1.6363717,-2.066481,1,full_0.5
8.798072,0.5401711,-0.83033377,5,full_0.5
4.493793,-0.8590727,-2.7386777,9,full_0.5
5.415175,0.8959883,-0.14212707,2,full_0.5
-3.0557127,0.92649364,-1.3591368,4,full_0.5
-0.007232427,1.8283391,4.2469354,9,full_0.5
4.924629,-2.2735167,-2.14475,2,full_0.5
-3.5068128,0.50371003,0.2330181,5,full_0.5
3.0076659,1.5596273,0.8150628,7,full_0.5
9.560121,0.63529885,-0.8676587,5,full_0.5
-6.1276636,-0.42745978,-0.16269018,2,full_0.5
0.5309412,-3.2314544,0.6862232,8,full_0.5
2.52478,-0.63581955,-0.5207784,3,full_0.5
-1.1058389,-0.7180528,1.521648,9,full_0.5
2.9642172,1.6419233,1.4843512,5,full_0.5
2.4346242,0.17727496,-1.1927048,4,full_0.5
3.5875778,3.0342848,2.0744534,7,full_0.5
0.29507104,0.80239135,-1.7642999,3,full_0.5
-1.5864699,2.481994,-0.7732022,7,full_0.5
4.83953,1.717429,0.5040471,4,full_0.5
-0.2364162,0.28002903,-1.938705,3,full_0.5
-0.35389915,-3.0410154,-0.107577145,0,full_0.5
-3.7428384,1.3131771,-1.5559253,1,full_0.5
-4.716732,0.013508705,-0.40640253,7,full_0.5
-2.4406013,-0.8217444,2.7229571,1,full_0.5
4.209254,3.9057581,2.3152075,0,full_0.5
-4.9262223,0.9228734,0.45631388,1,full_0.5
-3.7300456,1.5144763,-1.9184765,4,full_0.5
-2.4482696,2.6210537,-0.5678554,3,full_0.5
0.059407435,1.7896585,0.08002922,1,full_0.5
3.8413815,1.424981,-0.7263708,2,full_0.5
-0.957485,-2.7546246,0.6002204,7,full_0.5
1.7232271,-0.9653736,-2.8946834,3,full_0.5
-1.7898811,1.6340697,-0.87956804,4,full_0.5
5.2543383,0.30290994,-0.5158377,2,full_0.5
2.6552658,-0.2795583,-1.3838347,6,full_0.5
-0.7568479,-0.15948935,-1.8057901,3,full_0.5
2.9985864,0.6908162,-0.26603302,3,full_0.5
8.066932,0.5372994,-0.7411145,5,full_0.5
2.123106,-2.1324885,-0.38453147,7,full_0.5
9.534186,0.6317616,-0.8641554,1,full_0.5
-1.0854996,2.0602114,-0.8678293,6,full_0.5
0.1604567,1.4623486,-1.778325,2,full_0.5
2.7795796,-0.4230348,-0.12078942,7,full_0.5
-0.83278775,-0.34548333,1.1247948,1,full_0.5
-2.860665,-1.1283522,-2.0969424,9,full_0.5
7.667382,0.25717947,-0.92232203,3,full_0.5
0.16022004,1.8441644,4.010571,9,full_0.5
-3.6373796,-0.80105364,1.441064,9,full_0.5
-6.905449,-1.508676,0.94187015,0,full_0.5
-0.8459522,1.0608746,0.5864012,1,full_0.5
-4.483568,2.101918,-1.0723388,9,full_0.5
-1.3630934,1.5533693,4.128404,9,full_0.5
2.326989,-0.6709751,-1.4972291,0,full_0.5
-3.9313333,-1.7734679,-1.8808764,0,full_0.5
7.9769135,0.48810273,-0.7499867,5,full_0.5
-4.5375543,-1.171716,-2.5912845,6,full_0.5
2.057618,-2.6614172,0.58714134,5,full_0.5
-3.5297012,-1.3365309,-1.9691012,6,full_0.5
-0.12822002,-2.2735918,2.1736407,0,full_0.5
3.9325938,3.1223845,1.9487491,2,full_0.5
-0.75001127,-1.9874705,2.604287,9,full_0.5
-0.69598365,-2.94347,0.10858451,5,full_0.5
4.621637,-1.6475201,-2.7461267,7,full_0.5
-5.7770004,0.90013784,-0.75571847,3,full_0.5
-0.1939515,-3.5421567,1.0387472,8,full_0.5
-5.0765824,-0.26023588,-1.2874231,6,full_0.5
3.3002584,2.3807445,1.2582028,4,full_0.5
-3.6664176,1.5539293,-1.9092453,1,full_0.5
7.1178317,0.17685574,-0.83013517,5,full_0.5
1.6797746,-2.855461,0.0070939665,8,full_0.5
8.591178,0.63235825,-0.7402217,5,full_0.5
-4.7448087,1.546166,0.15598749,4,full_0.5
-1.1725549,1.4689891,4.1410785,9,full_0.5
2.2138045,-2.3336046,0.42137188,3,full_0.5
-3.521274,-0.63044363,0.19080126,9,full_0.5
-2.1770592,1.7653598,-0.010873116,4,full_0.5
-0.4049708,0.80446446,-1.7404206,2,full_0.5
9.559388,0.62667346,-0.87232685,5,full_0.5
1.9461824,-0.81102973,-3.1612332,3,full_0.5
-6.840133,-0.46148092,1.1629738,1,full_0.1
-4.8135767,0.43746635,1.2903738,9,full_0.1
-4.895812,-0.090118766,-0.059424967,2,full_0.1
-4.793646,0.37877667,2.092799,1,full_0.1
-7.671525,-0.71257967,0.90350664,6,full_0.1
-2.5362046,0.44602597,-2.072469,9,full_0.1
-5.031488,1.0408255,-0.114597335,4,full_0.1
0.6756612,-0.717994,0.9105378,7,full_0.1
-6.569021,-0.45542485,0.8838569,3,full_0.1
2.376229,-0.27063832,-0.42140245,9,full_0.1
-1.4975923,-2.0456545,-0.96524745,8,full_0.1
6.2336597,-1.0472348,0.3944099,9,full_0.1
-5.8894234,-1.4531043,1.0473764,7,full_0.1
-3.9005039,0.18979678,0.84788865,5,full_0.1
-3.9539478,-0.98225033,0.4946157,3,full_0.1
4.8562484,-1.1052496,0.01077825,4,full_0.1
-3.0876608,-0.48026186,-1.1409473,0,full_0.1
6.65661,-0.07138859,-0.75752145,9,full_0.1
-1.6218418,-1.2928241,-1.6841053,3,full_0.1
-7.835088,0.3945522,1.8248755,2,full_0.1
5.304387,0.45337972,0.11642685,5,full_0.1
2.8481827,0.32368025,-1.6696103,0,full_0.1
0.14514285,0.120737605,0.3572129,8,full_0.1
-6.6204276,0.0063001653,0.32669294,7,full_0.1
6.7710934,2.0000396,-0.32304546,0,full_0.1
